DATE_COL,SITE_ID,TARGET_TAXON,TOTAL,LIFE_STAGE,WEEK
7/3/2023,SPRL_1,Oligochaeta,3,Adult,Week 8
7/3/2023,SPRL_1,Hirudinea,3,Larvae,Week 8
7/3/2023,SPRL_1,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_1,Aedes,1,Pupa,Week 8
7/3/2023,SPRL_1,Enochrus,1,Adult,Week 8
7/3/2023,SPRL_1,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_1,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_1,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_1,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_1,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_1,Enochrus,1,Adult,Week 8
7/3/2023,SPRL_1,Lesteva,1,Adult,Week 8
7/3/2023,SPRL_1,Limnephiloidea,1,Pupa,Week 8
7/3/2023,SPRL_1,Enochrus,1,Adult,Week 8
7/3/2023,SPRL_1,Enochrus,1,Adult,Week 8
7/3/2023,SPRL_1,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_1,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_1,Coptotomus,1,Larvae,Week 8
7/3/2023,SPRL_1,Lesteva,1,Adult,Week 8
7/3/2023,SPRL_1,Lesteva,1,Adult,Week 8
7/3/2023,SPRL_1,Lesteva,1,Adult,Week 8
7/5/2023,MSHN_1,Agabinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Aedes,1,Pupa,Week 8
7/5/2023,MSHN_1,Aedes,1,Pupa,Week 8
7/5/2023,MSHN_1,Lesteva,1,Adult,Week 8
7/5/2023,MSHN_1,Anopheles,1,Pupa,Week 8
7/5/2023,MSHN_1,Anopheles,1,Larvae,Week 8
7/5/2023,MSHN_1,Anopheles,1,Pupa,Week 8
7/5/2023,MSHN_1,Anopheles,1,Larvae,Week 8
7/5/2023,MSHN_1,Anopheles,1,Larvae,Week 8
7/5/2023,MSHN_1,Aedes,1,Larvae,Week 8
7/5/2023,MSHN_1,Enochrus,1,Larvae,Week 8
7/5/2023,MSHN_1,Enochrus,1,Adult,Week 8
7/5/2023,MSHN_1,Enochrus,1,Adult,Week 8
7/5/2023,MSHN_1,Enochrus,1,Adult,Week 8
7/5/2023,MSHN_1,Enochrus,1,Adult,Week 8
7/5/2023,MSHN_1,Enochrus,1,Adult,Week 8
7/5/2023,MSHN_1,Enochrus,1,Adult,Week 8
7/5/2023,MSHN_1,Enochrus,1,Adult,Week 8
7/5/2023,MSHN_1,Enochrus,1,Adult,Week 8
7/5/2023,MSHN_1,Enochrus,1,Adult,Week 8
7/5/2023,MSHN_1,Notonecta,1,Adult,Week 8
7/5/2023,MSHN_1,Notonecta,1,Adult,Week 8
7/5/2023,MSHN_1,Notonecta,1,Adult,Week 8
7/5/2023,MSHN_1,Notonecta,1,Adult,Week 8
7/5/2023,MSHN_1,Notonecta,1,Adult,Week 8
7/5/2023,MSHN_1,Notonecta,1,Adult,Week 8
7/5/2023,MSHN_1,Notonecta,1,Adult,Week 8
7/5/2023,MSHN_1,Notonecta,1,Adult,Week 8
7/5/2023,MSHN_1,Gerris,1,Adult,Week 8
7/5/2023,MSHN_1,Gerridae,1,Larvae,Week 8
7/5/2023,MSHN_1,Gerridae,1,Larvae,Week 8
7/5/2023,MSHN_1,Gerridae,1,Larvae,Week 8
7/5/2023,MSHN_1,Gerridae,1,Larvae,Week 8
7/5/2023,MSHN_1,Gerridae,1,Larvae,Week 8
7/5/2023,MSHN_1,Gerridae,1,Larvae,Week 8
7/5/2023,MSHN_1,Peltodytes,1,Adult,Week 8
7/5/2023,MSHN_1,Hirudinea,3,Larvae,Week 8
7/5/2023,MSHN_1,Oligochaeta,70,Larvae,Week 8
7/5/2023,MSHN_1,Anopheles,1,Larvae,Week 8
7/5/2023,MSHN_1,Agabinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Liodessus,1,Adult,Week 8
7/5/2023,MSHN_1,Hydroporus,1,Larvae,Week 8
7/5/2023,MSHN_1,Dytiscus,1,Larvae,Week 8
7/5/2023,MSHN_1,Dytiscus,1,Larvae,Week 8
7/3/2023,SPRL_3,Chauliodes,1,Larvae,Week 8
7/3/2023,SPRL_3,Enochrus,1,Adult,Week 8
7/3/2023,SPRL_3,Ceratopogoninae,1,Larvae,Week 8
7/3/2023,SPRL_3,Ceratopogoninae,1,Larvae,Week 8
7/3/2023,SPRL_3,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_3,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_3,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_3,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_3,Liodessus,1,Adult,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Aedes,1,Larvae,Week 8
7/3/2023,SPRL_3,Neoporus,1,Adult,Week 8
7/3/2023,SPRL_3,Neoporus,1,Adult,Week 8
7/6/2023,BDEG_2,Gerris,1,Adult,Week 8
7/6/2023,BDEG_2,Scirtidae,1,Larvae,Week 8
7/6/2023,BDEG_2,Lesteva,1,Adult,Week 8
7/6/2023,BDEG_2,Lesteva,1,Adult,Week 8
7/5/2023,MSHN_2,Oligochaeta,22,Adult,Week 8
7/5/2023,MSHN_2,Aeshna,1,Larvae,Week 8
7/5/2023,MSHN_2,Hydroporus,1,Adult,Week 8
7/5/2023,MSHN_2,Hydroporus,1,Adult,Week 8
7/5/2023,MSHN_2,Hydroporus,1,Adult,Week 8
7/5/2023,MSHN_2,Neoporus,1,Adult,Week 8
5/16/2023,MSHN_1,Tanypodinae,1,Larvae,Week 1
5/23/2023,MSHN_1,Tanypodinae,1,Larvae,Week 2
5/23/2023,MSHN_1,Chironomini,1,Larvae,Week 2
5/23/2023,MSHN_1,Tanypodinae,1,Larvae,Week 2
5/23/2023,MSHN_1,Tanypodinae,1,Larvae,Week 2
5/16/2023,MSHN_3,Chironomini,1,Larvae,Week 1
5/16/2023,MSHN_3,Orthocladinae,1,Larvae,Week 1
5/16/2023,MSHN_3,Chironomini,1,Larvae,Week 1
5/16/2023,MSHN_3,Tanypodinae,1,Larvae,Week 1
5/16/2023,MSHN_3,Tanypodinae,1,Larvae,Week 1
5/16/2023,MSHN_3,Tanypodinae,1,Larvae,Week 1
5/16/2023,MSHN_3,Chironomini,1,Larvae,Week 1
5/23/2023,MSHN_2,Tanypodinae,1,Larvae,Week 2
5/23/2023,MSHN_2,Tanypodinae,1,Larvae,Week 2
5/23/2023,MSHN_2,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
5/22/2023,SPRL_3,Chironomini,1,Larvae,Week 2
7/3/2023,SPRL_3,Orthocladinae,1,Larvae,Week 8
7/3/2023,SPRL_3,Chironomini,1,Larvae,Week 8
7/3/2023,SPRL_3,Chironomini,1,Larvae,Week 8
7/3/2023,SPRL_3,Chironomini,1,Larvae,Week 8
7/3/2023,SPRL_3,Chironomini,1,Larvae,Week 8
7/3/2023,SPRL_3,Chironomini,1,Larvae,Week 8
5/24/2023,BDEG_2,Chironomini,1,Larvae,Week 2
5/24/2023,BDEG_3,Chironomini,1,Larvae,Week 2
5/24/2023,BDEG_3,Chironomini,1,Larvae,Week 2
5/24/2023,BDEG_3,Chironomini,1,Larvae,Week 2
5/17/2023,BDEG_3,Chironomini,1,Larvae,Week 1
5/17/2023,BDEG_3,Chironomini,1,Larvae,Week 1
5/17/2023,BDEG_3,Chironomini,1,Larvae,Week 1
5/17/2023,BDEG_3,Chironomini,1,Larvae,Week 1
5/17/2023,BDEG_3,Chironomini,1,Larvae,Week 1
5/17/2023,BDEG_3,Chironomini,1,Larvae,Week 1
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Chironomini,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/5/2023,MSHN_1,Tanypodinae,1,Larvae,Week 8
7/12/2023,BDEG_3,Gerridae,1,Adult,Week 9
7/12/2023,BDEG_3,Chauliodes,1,Larvae,Week 9
