DATE_COL,SITE_ID,UNIQUE_ID,LATITUDE,LONGITUDE,TARGET_TAXON,TOTAL,LIFE_STAGE,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,FFG,HABIT,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_039,40.80368,-77.499264,Sminthurus,1,Adult,Arthropoda,Entognatha,Collembola,Sminthuridae,,Sminthurus,,,,,,,,,,,,
2023-05-17,BDEG_3,PSU_VP_040,40.80368,-77.499264,Sminthurus,1,Adult,Arthropoda,Entognatha,Collembola,Sminthuridae,,Sminthurus,,,,,,,,,,,,
2023-05-22,SPRL_3,PSU_VP_041,41.15978,-77.899456,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_042,40.84595,-78.097878,Acilius,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Acilius,,,,,,,,,,,,
2023-05-22,SPRL_3,PSU_VP_043,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-22,SPRL_3,PSU_VP_044,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-22,SPRL_3,PSU_VP_045,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_046,40.93583,-78.032284,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_047,40.93583,-78.032284,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_048,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_049,40.84595,-78.097878,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_050,40.84595,-78.097878,Hydroporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_051,40.84595,-78.097878,Chaoboridae,1,Pupa,Arthropoda,Insecta,Diptera,Chaoboridae,,,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_052,40.84595,-78.097878,Diptera,1,Pupa,Arthropoda,Insecta,Diptera,,,,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_053,40.84595,-78.097878,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_054,40.84595,-78.097878,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_055,40.84595,-78.097878,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_056,40.84595,-78.097878,Diptera,1,Larvae,Arthropoda,Insecta,Diptera,,,,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_057,40.84595,-78.097878,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_058,40.84595,-78.097878,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_059,40.84595,-78.097878,Diptera,1,Pupa,Arthropoda,Insecta,Diptera,,,,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_060,40.84595,-78.097878,Diptera,1,Pupa,Arthropoda,Insecta,Diptera,,,,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_061,40.84595,-78.097878,Gerris,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,Gerris,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_062,40.84595,-78.097878,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,,,,,,,,,
2023-05-17,BDEG_2,PSU_VP_063,40.80081,-77.506195,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_064,40.93583,-78.032284,Acilius,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Acilius,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_065,40.93583,-78.032284,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_066,40.93583,-78.032284,Laccophilus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilinae,Laccophilus,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_067,40.80368,-77.499264,Gerridae,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_068,40.80368,-77.499264,Gerridae,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_069,40.84595,-78.097878,Laccophilus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilinae,Laccophilus,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_070,40.93583,-78.032284,Boyeria,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Boyeria,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_071,40.93583,-78.032284,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_072,40.84595,-78.097878,Hirudinea,1,Adult,Arthropoda,Clitellata,Hirudinea,,,,,,,,,,,,,,,
2023-05-23,MSHN_1,PSU_VP_073,40.84595,-78.097878,Hirudinea,1,Adult,Arthropoda,Clitellata,Hirudinea,,,,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_074,40.84595,-78.097878,Dytiscus,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Dytiscus,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_075,40.93583,-78.032284,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_076,40.93583,-78.032284,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_077,40.93583,-78.032284,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_078,40.93583,-78.032284,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_079,40.93583,-78.032284,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_080,40.93583,-78.032284,Culex,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_081,40.93583,-78.032284,Culex,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_082,40.93583,-78.032284,Culex,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_083,40.93583,-78.032284,Culex,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_084,40.84595,-78.097878,Acilius,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Acilius,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_085,40.93583,-78.032284,Gerris,1,Adult,Arthropoda,Insecta,Hemiptera,Gerridae,Gerrinae,Gerris,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_086,40.93583,-78.032284,Gerris,1,Adult,Arthropoda,Insecta,Hemiptera,Gerridae,Gerrinae,Gerris,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_087,40.93583,-78.032284,Hydroporus,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,,,,,,,,,,
2023-05-17,BDEG_2,PSU_VP_088,40.80081,-77.506195,Sminthurus,1,Adult,Arthropoda,Entognatha,Collembola,Sminthuridae,,Sminthurus,,,,,,,,,,,,
2023-05-22,SPRL_3,PSU_VP_089,41.15978,-77.899456,Sminthurus,1,Adult,Arthropoda,Entognatha,Collembola,Sminthuridae,,Sminthurus,,,,,,,,,,,,
2023-05-22,SPRL_3,PSU_VP_090,41.15978,-77.899456,Sminthurus,1,Adult,Arthropoda,Entognatha,Collembola,Sminthuridae,,Sminthurus,,,,,,,,,,,,
2023-05-17,BDEG_3,PSU_VP_091,40.80368,-77.499264,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-17,BDEG_3,PSU_VP_092,40.80368,-77.499264,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-17,BDEG_3,PSU_VP_093,40.80368,-77.499264,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-17,BDEG_3,PSU_VP_094,40.80368,-77.499264,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-24,BDEG_3,PSU_VP_095,40.80368,-77.499264,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-24,BDEG_2,PSU_VP_096,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-24,BDEG_2,PSU_VP_097,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-17,BDEG_2,PSU_VP_098,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-17,BDEG_2,PSU_VP_099,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-17,BDEG_2,PSU_VP_100,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-17,BDEG_2,PSU_VP_101,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_102,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_103,40.94993,-78.002096,Chaoboridae,1,Pupa,Arthropoda,Insecta,Diptera,Chaoboridae,,,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_104,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_105,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_106,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_107,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_108,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_109,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_111,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_112,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_113,40.84595,-78.097878,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_1,PSU_VP_114,40.84595,-78.097878,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_115,40.93583,-78.032284,Hydroporinae,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_116,40.93583,-78.032284,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_117,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_118,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_119,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_2,PSU_VP_120,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_121,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_122,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_123,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_124,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_125,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_126,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_127,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_128,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_129,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_130,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_131,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_132,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_133,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_134,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_135,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_136,40.94993,-78.002096,Culex,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_137,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-16,MSHN_3,PSU_VP_138,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_139,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
2023-05-23,MSHN_2,PSU_VP_140,40.93583,-78.032284,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_141,40.94993,-78.002096,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_142,40.94993,-78.002096,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_143,40.94993,-78.002096,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_144,40.94993,-78.002096,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,,
2023-05-23,MSHN_3,PSU_VP_145,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,,,,,,,,,,
