In box,DATE_COL,SITE_ID,UNIQUE_ID,LATITUDE,LONGITUDE,TARGET_TAXON,TOTAL,LIFE_STAGE,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,FFG,HABIT,COLLECTED_BY,IDENTIFIED_BY,NOTES,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_056,40.84595,-78.097878,Diptera,1,Larvae,Arthropoda,Insecta,Diptera,,,,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_057,40.84595,-78.097878,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_058,40.84595,-78.097878,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_059,40.84595,-78.097878,Diptera,1,Pupa,Arthropoda,Insecta,Diptera,,,,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_060,40.84595,-78.097878,Diptera,1,Pupa,Arthropoda,Insecta,Diptera,,,,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_061,40.84595,-78.097878,Gerris,1,Larvae,Arthropoda,Insecta,Hemiptera,Gerridae,,Gerris,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_1,PSU_VP_062,40.84595,-78.097878,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,M.Ward,M. Ward,not sure that this is dytiscidae,,,,,,,,,,
TRUE,2023-05-17,BDEG_2,PSU_VP_063,40.80081,-77.506195,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_064,40.93583,-78.032284,Acilius,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Acilius,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_065,40.93583,-78.032284,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_066,40.93583,-78.032284,Laccophilus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilinae,Laccophilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-24,BDEG_3,PSU_VP_067,40.80368,-77.499264,Gerridae,1,Nymph,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-24,BDEG_3,PSU_VP_068,40.80368,-77.499264,Gerridae,1,Nymph,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_069,40.84595,-78.097878,Laccophilus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilinae,Laccophilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_070,40.93583,-78.032284,Boyeria,1,Naiad,Arthropoda,Insecta,Odonata,Aeshnidae,,Boyeria,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_071,40.93583,-78.032284,Aeshna,1,Naiad,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_1,PSU_VP_072,40.84595,-78.097878,Hirudinea,1,Adult,Arthropoda,Clitellata,Hirudinea,,,,,,M.Ward,M. Ward,i think they are two different families,,,,,,,,,,
TRUE,2023-05-23,MSHN_1,PSU_VP_073,40.84595,-78.097878,Hirudinea,1,Adult,Arthropoda,Clitellata,Hirudinea,,,,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_074,40.84595,-78.097878,Dytiscus,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Dytiscus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_075,40.93583,-78.032284,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_076,40.93583,-78.032284,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_077,40.93583,-78.032284,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_078,40.93583,-78.032284,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_079,40.93583,-78.032284,Enochrus,1,Adult,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Enochrus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_080,40.93583,-78.032284,Culex,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_081,40.93583,-78.032284,Culex,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_082,40.93583,-78.032284,Culex,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_083,40.93583,-78.032284,Culex,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Culex,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_084,40.84595,-78.097878,Acilius,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Acilius,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_085,40.93583,-78.032284,Gerris,1,Adult,Arthropoda,Insecta,Hemiptera,Gerridae,Gerrinae,Gerris,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_086,40.93583,-78.032284,Gerris,1,Adult,Arthropoda,Insecta,Hemiptera,Gerridae,Gerrinae,Gerris,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_087,40.93583,-78.032284,Hydroporus,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-17,BDEG_2,PSU_VP_088,40.80081,-77.506195,Sminthurus,1,Adult,Arthropoda,Entognatha,Collembola,Sminthuridae,,Sminthurus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_089,41.15978,-77.899456,Sminthurus,1,Adult,Arthropoda,Entognatha,Collembola,Sminthuridae,,Sminthurus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_090,41.15978,-77.899456,Sminthurus,1,Adult,Arthropoda,Entognatha,Collembola,Sminthuridae,,Sminthurus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_091,40.80368,-77.499264,Aeshna,1,Naiad,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_092,40.80368,-77.499264,Aeshna,1,Naiad,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_093,40.80368,-77.499264,Aeshna,1,Naiad,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_094,40.80368,-77.499264,Aeshna,1,Naiad,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-24,BDEG_3,PSU_VP_095,40.80368,-77.499264,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-24,BDEG_2,PSU_VP_096,40.80081,-77.506195,Aeshna,1,Naiad,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-24,BDEG_2,PSU_VP_097,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-17,BDEG_2,PSU_VP_098,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-17,BDEG_2,PSU_VP_099,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-17,BDEG_2,PSU_VP_100,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-17,BDEG_2,PSU_VP_101,40.80081,-77.506195,Aeshna,1,Larvae,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,M.Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_102,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_103,40.94993,-78.002096,Chaoboridae,1,Pupa,Arthropoda,Insecta,Diptera,Chaoboridae,,,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_104,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_105,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_106,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_107,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_108,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_109,40.94993,-78.002096,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_111,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_112,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_113,40.84595,-78.097878,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_114,40.84595,-78.097878,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_115,40.93583,-78.032284,Hydroporinae,1,Larvae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_116,40.93583,-78.032284,Limnephiloidea,1,Pupa,Arthropoda,Insecta,Trichoptera,,,,,,M. Ward,M. Ward,PUPAL CASE,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_117,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_118,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_119,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_2,PSU_VP_120,40.93583,-78.032284,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,M. Ward,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_121,40.94993,-78.002096,Limnephilus,1,Larvae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,,,M. Ward,M. Ward,,,,,,,,,,,
